Row ID,Order ID,Order Date,Ship Date,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
9021,IND-Y94OMDY7,19-10-2024,22-10-2024,CUST-IN-906809,Amit Nair,Consumer,India,Kochi,Kerala,682001,South,FUR-LQ-13302112,Furniture,Furnishings,Wooden Table,29.46,6,0,9.7218
9022,IND-EPI8HE8U,22-06-2023,25-06-2023,CUST-IN-638767,Anjali Sharma,Corporate,India,Jaipur,Rajasthan,302001,North,FUR-UT-97253145,Furniture,Binders,Sofa Set,166.92,13,0.7,-116.844
9023,IND-ICDD2G4U,03-06-2024,08-06-2024,CUST-IN-106672,Rohit Gupta,Home Office,India,Bengaluru,Karnataka,560001,South,OFF-KY-10276177,Electronics,Furnishings,Laptop,98.328,3,0.2,9.8328
9024,IND-JPV7AAWH,23-12-2025,27-12-2025,CUST-IN-542899,Kavya Iyer,Consumer,India,Bhubaneswar,Odisha,751001,East,TEC-WO-15109399,Stationery,Chairs,Pen Set,117.882,1,0.1,1.3098
9025,IND-DZUQQMO1,23-01-2025,27-01-2025,CUST-IN-811796,Arjun Gupta,Corporate,India,Jaipur,Rajasthan,302001,North,TEC-SV-27064925,Electronics,Accessories,Keyboard,20.97,3,0,9.0171
9026,IND-96E7RCDJ,01-11-2023,05-11-2023,CUST-IN-568266,Priya Sharma,Corporate,India,Jaipur,Rajasthan,302001,North,OFF-KU-66157763,Electronics,Accessories,Keyboard,139.96,4,0,9.7972
9027,IND-U1S6EZWH,21-05-2024,24-05-2024,CUST-IN-314208,Anjali Iyer,Corporate,India,Kolkata,West Bengal,700001,East,OFF-WZ-58039329,Furniture,Furnishings,Sofa Set,37.74,3,0,12.8316
9028,IND-27FGFRQ2,18-03-2025,22-03-2025,CUST-IN-486563,Vikram Iyer,Consumer,India,Jaipur,Rajasthan,302001,North,TEC-PV-61616787,Stationery,Furnishings,Notebook,14.82,3,0,6.2244
9029,IND-9917S50K,09-04-2023,13-04-2023,CUST-IN-297691,Priya Khan,Consumer,India,Bhubaneswar,Odisha,751001,East,OFF-MF-64037117,Electronics,Furnishings,Keyboard,191.82,3,0,61.3824
9030,IND-25H8J8IK,13-03-2024,18-03-2024,CUST-IN-257129,Rohit Das,Consumer,India,Bhubaneswar,Odisha,751001,East,FUR-YM-80569615,Stationery,Binders,Notebook,13.904,2,0.2,4.5188
9031,IND-JQ7Y2Z7B,17-11-2025,19-11-2025,CUST-IN-244011,Kavya Nair,Corporate,India,Jaipur,Rajasthan,302001,North,FUR-GF-71789191,Stationery,Appliances,Marker Pack,314.6,4,0,103.818
9032,IND-GB0FA5Z8,09-02-2025,12-02-2025,CUST-IN-645322,Vikram Mehta,Corporate,India,Kolkata,West Bengal,700001,East,FUR-PX-05285862,Stationery,Tables,Pen Set,283.56,4,0,45.3696
9033,IND-3X5MHW9J,28-06-2024,02-07-2024,CUST-IN-403584,Kavya Reddy,Home Office,India,Ahmedabad,Gujarat,380001,West,OFF-NV-56668629,Electronics,Chairs,Wireless Mouse,487.96,2,0,146.388
9034,IND-LOYT5F8O,26-12-2024,31-12-2024,CUST-IN-213161,Rohit Nair,Consumer,India,Jaipur,Rajasthan,302001,North,FUR-CY-49512309,Stationery,Binders,Pen Set,1793.98,2,0,843.1706
9035,IND-FMHBP062,02-04-2025,07-04-2025,CUST-IN-643618,Anjali Iyer,Consumer,India,Hyderabad,Telangana,500001,South,FUR-LN-93017946,Electronics,Binders,Monitor,2.992,4,0.8,-4.488
9036,IND-M9XRZI7I,16-02-2024,17-02-2024,CUST-IN-297089,Amit Singh,Consumer,India,Mumbai,Maharashtra,400001,West,TEC-SN-54766469,Electronics,Accessories,Wireless Mouse,108.768,4,0.2,2.7192
9037,IND-KYFCYPZ5,03-12-2025,04-12-2025,CUST-IN-245094,Neha Nair,Consumer,India,Pune,Maharashtra,411001,West,TEC-SI-51122923,Stationery,Paper,Desk Organizer,25.92,4,0,12.4416
9038,IND-VCZNHA0I,06-04-2025,07-04-2025,CUST-IN-748842,Sneha Sharma,Consumer,India,Jaipur,Rajasthan,302001,North,FUR-LZ-23392206,Electronics,Storage,Monitor,22.58,2,0,5.8708
9039,IND-J5M8G8FA,29-09-2025,02-10-2025,CUST-IN-369618,Vikram Sharma,Consumer,India,Bhubaneswar,Odisha,751001,East,FUR-ZM-38719109,Electronics,Phones,Keyboard,55.176,3,0.2,-12.4146
9040,IND-CQEVJRNM,07-12-2023,10-12-2023,CUST-IN-710070,Rahul Reddy,Consumer,India,Kochi,Kerala,682001,South,FUR-NS-90049721,Electronics,Binders,Monitor,9892.74,13,0,4946.37
9041,IND-LB8D21O6,05-11-2023,10-11-2023,CUST-IN-247974,Kavya Sharma,Corporate,India,Bengaluru,Karnataka,560001,South,TEC-GS-40500160,Stationery,Tables,Desk Organizer,73.915,1,0.5,-45.8273
9042,IND-7DD9INV9,24-08-2025,26-08-2025,CUST-IN-809904,Amit Mehta,Consumer,India,Kolkata,West Bengal,700001,East,OFF-XO-89013599,Stationery,Furnishings,Notebook,337.088,4,0.2,16.8544
9043,IND-2LD8FUD1,24-11-2023,25-11-2023,CUST-IN-424406,Rohit Singh,Corporate,India,Delhi,Delhi,110001,North,OFF-EX-39940971,Furniture,Appliances,Bookshelf,61.44,3,0,16.5888
9044,IND-WQGCZSK5,28-12-2025,01-01-2026,CUST-IN-115925,Rohit Das,Corporate,India,Kochi,Kerala,682001,South,FUR-KA-09106729,Electronics,Accessories,Laptop,479.97,3,0,163.1898
9045,IND-ME732SRG,03-11-2025,05-11-2025,CUST-IN-901234,Arjun Khan,Corporate,India,Bengaluru,Karnataka,560001,South,TEC-UH-30441853,Furniture,Binders,Bookshelf,5.984,2,0.2,2.244
9046,IND-H1W396FM,03-03-2024,06-03-2024,CUST-IN-764722,Arjun Patel,Corporate,India,Kochi,Kerala,682001,South,TEC-DT-56098535,Stationery,Accessories,Marker Pack,189.95,5,0,45.588
9047,IND-2NR4HQN4,26-08-2024,31-08-2024,CUST-IN-937281,Sneha Singh,Corporate,India,Lucknow,Uttar Pradesh,226001,North,FUR-NY-00187087,Stationery,Accessories,Marker Pack,149.95,5,0,31.4895
9048,IND-P1MH9MXA,23-11-2025,26-11-2025,CUST-IN-937530,Kavya Gupta,Corporate,India,Ahmedabad,Gujarat,380001,West,OFF-DX-69170096,Electronics,Art,Laptop,29.95,5,0,8.6855
9049,IND-D546WKNQ,12-03-2024,15-03-2024,CUST-IN-241419,Rohit Gupta,Corporate,India,Ahmedabad,Gujarat,380001,West,OFF-ZK-04198113,Stationery,Labels,Marker Pack,44.4,3,0,22.2
9050,IND-NWKZUUVP,31-07-2025,05-08-2025,CUST-IN-237104,Priya Das,Home Office,India,Pune,Maharashtra,411001,West,TEC-MN-46356162,Furniture,Art,Office Chair,66.03,3,0,17.1678
9051,IND-JAU59BMA,04-04-2025,07-04-2025,CUST-IN-990994,Amit Patel,Corporate,India,Kolkata,West Bengal,700001,East,FUR-ED-78458879,Electronics,Paper,Wireless Mouse,10.86,2,0,5.3214
9052,IND-OWOTJ7Z8,15-11-2023,16-11-2023,CUST-IN-215864,Neha Mehta,Corporate,India,Hyderabad,Telangana,500001,South,FUR-IN-36886652,Stationery,Art,Notebook,3.36,2,0,0.84
9053,IND-3WLWUZ3S,19-09-2023,21-09-2023,CUST-IN-763682,Rohit Patel,Corporate,India,Mumbai,Maharashtra,400001,West,FUR-TN-07907732,Stationery,Binders,Desk Organizer,27.936,4,0.2,9.4284
9054,IND-Z0OYF8LT,17-09-2023,19-09-2023,CUST-IN-647779,Arjun Singh,Corporate,India,Lucknow,Uttar Pradesh,226001,North,OFF-RD-69573047,Electronics,Phones,Monitor,28.784,2,0.2,2.8784
9055,IND-XW326JAV,26-04-2025,29-04-2025,CUST-IN-923384,Anjali Khan,Consumer,India,Pune,Maharashtra,411001,West,OFF-UA-17802565,Stationery,Supplies,Marker Pack,21.96,2,0,6.1488
9056,IND-65B90T30,02-11-2024,06-11-2024,CUST-IN-737542,Rahul Singh,Consumer,India,Kochi,Kerala,682001,South,OFF-AH-48892705,Furniture,Accessories,Bookshelf,21.98,2,0,8.5722
9057,IND-S53PB9LP,02-02-2025,06-02-2025,CUST-IN-157026,Amit Reddy,Home Office,India,Pune,Maharashtra,411001,West,FUR-JX-57769602,Furniture,Chairs,Sofa Set,2621.322,11,0.1,553.3902
9058,IND-O03ZRDRM,25-01-2024,26-01-2024,CUST-IN-042257,Sneha Das,Consumer,India,Pune,Maharashtra,411001,West,TEC-MS-07257132,Electronics,Furnishings,Laptop,74.76,7,0,23.9232
9059,IND-JO26OK9J,28-10-2024,01-11-2024,CUST-IN-184460,Vikram Gupta,Consumer,India,Pune,Maharashtra,411001,West,FUR-KM-63416735,Stationery,Tables,Marker Pack,364.776,3,0.2,27.3582
9060,IND-WNFQTOUT,25-01-2025,28-01-2025,CUST-IN-823605,Arjun Gupta,Corporate,India,Pune,Maharashtra,411001,West,TEC-NQ-98406664,Furniture,Tables,Office Chair,1115.17,7,0,334.551
9061,IND-IAU11I13,16-08-2025,21-08-2025,CUST-IN-142838,Sneha Das,Corporate,India,Bhubaneswar,Odisha,751001,East,OFF-WN-74286932,Furniture,Binders,Bookshelf,89.696,4,0.2,33.636
9062,IND-D9YHS497,23-06-2025,25-06-2025,CUST-IN-763608,Rohit Das,Corporate,India,Pune,Maharashtra,411001,West,FUR-ZE-12229621,Furniture,Labels,Wooden Table,50.12,4,0,23.5564
9063,IND-OVRWJG3F,22-02-2023,25-02-2023,CUST-IN-665725,Sneha Reddy,Corporate,India,Delhi,Delhi,110001,North,OFF-IS-46825167,Furniture,Fasteners,Bookshelf,36.48,6,0,18.24
9064,IND-6RVH57CZ,14-07-2025,16-07-2025,CUST-IN-920342,Anjali Reddy,Consumer,India,Delhi,Delhi,110001,North,OFF-KR-52415166,Electronics,Paper,Wireless Mouse,322.192,13,0.2,100.685
9065,IND-SI3BRJQZ,19-06-2025,23-06-2025,CUST-IN-324423,Neha Gupta,Consumer,India,Hyderabad,Telangana,500001,South,TEC-MI-86959220,Furniture,Binders,Sofa Set,2.946,3,0.8,-4.8609
9066,IND-HYLTVYUY,03-07-2023,07-07-2023,CUST-IN-444170,Rohit Nair,Consumer,India,Ahmedabad,Gujarat,380001,West,OFF-VV-28665968,Furniture,Paper,Office Chair,19.136,4,0.2,6.9368
9067,IND-HWMEPKJ1,09-03-2023,11-03-2023,CUST-IN-476001,Rahul Patel,Consumer,India,Lucknow,Uttar Pradesh,226001,North,TEC-JX-32869236,Stationery,Accessories,Pen Set,23.08,2,0,6.924
9068,IND-2WA5XZV6,28-06-2025,02-07-2025,CUST-IN-889322,Neha Singh,Consumer,India,Hyderabad,Telangana,500001,South,TEC-TA-55954998,Stationery,Phones,Desk Organizer,90.48,2,0,23.5248
9069,IND-XJPPK0HD,26-11-2023,29-11-2023,CUST-IN-426993,Priya Patel,Consumer,India,Pune,Maharashtra,411001,West,TEC-QW-98916145,Furniture,Chairs,Wooden Table,215.976,3,0.2,-2.6997
9070,IND-G5IK7VJ0,10-04-2024,14-04-2024,CUST-IN-869388,Rohit Singh,Consumer,India,Chennai,Tamil Nadu,600001,South,OFF-OI-92486549,Electronics,Envelopes,Keyboard,65.94,3,0,30.9918
9071,IND-RZZLNNJ8,12-11-2023,16-11-2023,CUST-IN-696183,Kavya Mehta,Corporate,India,Jaipur,Rajasthan,302001,North,OFF-DO-91852632,Stationery,Furnishings,Notebook,11.352,3,0.2,2.6961
9072,IND-G542L4Q8,02-06-2024,05-06-2024,CUST-IN-866884,Priya Mehta,Home Office,India,Lucknow,Uttar Pradesh,226001,North,FUR-XY-41551389,Furniture,Storage,Sofa Set,24.56,2,0,6.8768
9073,IND-DFQ04WTU,28-03-2024,02-04-2024,CUST-IN-598832,Rahul Gupta,Consumer,India,Mumbai,Maharashtra,400001,West,FUR-RY-50138380,Furniture,Envelopes,Bookshelf,16.56,2,0,7.7832
9074,IND-IKMLFG95,22-01-2023,24-01-2023,CUST-IN-017336,Sneha Sharma,Consumer,India,Hyderabad,Telangana,500001,South,TEC-GJ-59639156,Furniture,Accessories,Office Chair,279.95,5,0,67.188
9075,IND-XL68BOUU,04-08-2024,05-08-2024,CUST-IN-649993,Neha Gupta,Corporate,India,Lucknow,Uttar Pradesh,226001,North,OFF-HG-89401756,Furniture,Storage,Wooden Table,828.84,6,0,0
9076,IND-VHRCJ7JG,29-12-2023,31-12-2023,CUST-IN-952019,Vikram Das,Consumer,India,Kolkata,West Bengal,700001,East,OFF-ZG-05530499,Furniture,Binders,Office Chair,7.218,3,0.7,-5.5338
9077,IND-K3TQT5X1,08-04-2024,12-04-2024,CUST-IN-056659,Arjun Reddy,Consumer,India,Hyderabad,Telangana,500001,South,FUR-AF-12796420,Stationery,Supplies,Desk Organizer,27.2,4,0.2,2.04
9078,IND-5R48T2QZ,11-11-2023,13-11-2023,CUST-IN-916983,Priya Mehta,Corporate,India,Pune,Maharashtra,411001,West,OFF-PW-26867247,Electronics,Accessories,Keyboard,89.97,3,0,18.8937
9079,IND-Q0EBZ2OI,04-07-2024,08-07-2024,CUST-IN-941285,Vikram Mehta,Consumer,India,Jaipur,Rajasthan,302001,North,FUR-YV-69660990,Electronics,Furnishings,Laptop,318.08,4,0,34.9888
9080,IND-NSN6JR7V,27-03-2024,30-03-2024,CUST-IN-764216,Arjun Sharma,Consumer,India,Hyderabad,Telangana,500001,South,OFF-DC-01130055,Stationery,Binders,Notebook,5.8,1,0,2.61
9081,IND-9CQZPGN2,03-02-2024,05-02-2024,CUST-IN-241710,Vikram Das,Corporate,India,Chennai,Tamil Nadu,600001,South,FUR-WK-00356408,Furniture,Phones,Bookshelf,143.952,6,0.2,17.994
9082,IND-QYD5BH6P,09-11-2023,11-11-2023,CUST-IN-602622,Sneha Mehta,Corporate,India,Jaipur,Rajasthan,302001,North,FUR-RM-06627834,Furniture,Paper,Office Chair,19.44,3,0,9.3312
9083,IND-7MYZKNLZ,19-10-2023,24-10-2023,CUST-IN-854323,Rahul Mehta,Consumer,India,Jaipur,Rajasthan,302001,North,OFF-JZ-07510333,Electronics,Art,Wireless Mouse,5.56,2,0,1.4456
9084,IND-WLKXSHQA,06-04-2025,09-04-2025,CUST-IN-727123,Vikram Reddy,Corporate,India,Lucknow,Uttar Pradesh,226001,North,FUR-XL-55281879,Furniture,Storage,Bookshelf,146.73,3,0,2.9346
9085,IND-9PSOZ2AG,13-04-2025,17-04-2025,CUST-IN-508074,Priya Reddy,Corporate,India,Mumbai,Maharashtra,400001,West,FUR-YH-18842511,Furniture,Paper,Bookshelf,29.9,5,0,13.455
9086,IND-XLF5SWSV,21-06-2023,25-06-2023,CUST-IN-189221,Arjun Iyer,Consumer,India,Mumbai,Maharashtra,400001,West,FUR-JV-58163696,Furniture,Binders,Wooden Table,276.784,2,0.2,89.9548
9087,IND-IZ6HGBSW,02-08-2023,04-08-2023,CUST-IN-352184,Neha Das,Corporate,India,Pune,Maharashtra,411001,West,TEC-HR-87923947,Furniture,Appliances,Sofa Set,93.032,2,0.8,-251.1864
9088,IND-Y6TG5811,28-01-2025,31-01-2025,CUST-IN-311046,Sneha Iyer,Corporate,India,Pune,Maharashtra,411001,West,OFF-KO-04228315,Furniture,Chairs,Sofa Set,454.965,5,0.3,-136.4895
9089,IND-9UMN4HYO,28-05-2025,29-05-2025,CUST-IN-362199,Kavya Das,Corporate,India,Mumbai,Maharashtra,400001,West,TEC-GE-71908108,Furniture,Phones,Sofa Set,246.168,3,0.2,21.5397
9090,IND-GNPBIO9W,03-11-2025,04-11-2025,CUST-IN-350407,Amit Singh,Consumer,India,Jaipur,Rajasthan,302001,North,TEC-BX-45292020,Furniture,Storage,Sofa Set,295.4,5,0.2,-62.7725
9091,IND-6P2LODA9,20-03-2024,22-03-2024,CUST-IN-163696,Anjali Khan,Consumer,India,Delhi,Delhi,110001,North,OFF-IP-40888160,Furniture,Storage,Sofa Set,348.56,8,0,104.568
9092,IND-C5TN16SA,21-04-2023,25-04-2023,CUST-IN-218843,Rahul Nair,Corporate,India,Chennai,Tamil Nadu,600001,South,TEC-KZ-94699429,Furniture,Paper,Bookshelf,15.552,3,0.2,5.4432
9093,IND-BHE742KT,11-02-2023,14-02-2023,CUST-IN-727254,Sneha Singh,Corporate,India,Delhi,Delhi,110001,North,OFF-UX-45987712,Electronics,Bookcases,Wireless Mouse,482.94,6,0.5,-376.6932
9094,IND-OT7EU6Q8,15-05-2025,20-05-2025,CUST-IN-173951,Rahul Nair,Consumer,India,Jaipur,Rajasthan,302001,North,OFF-GV-26046894,Electronics,Phones,Keyboard,299.98,2,0,83.9944
9095,IND-BXYOXJYB,12-09-2024,13-09-2024,CUST-IN-240695,Priya Reddy,Consumer,India,Bengaluru,Karnataka,560001,South,TEC-ER-36376697,Electronics,Binders,Laptop,403.68,6,0,181.656
9096,IND-HUS83YIB,19-04-2024,22-04-2024,CUST-IN-893210,Sneha Iyer,Consumer,India,Hyderabad,Telangana,500001,South,OFF-IC-83995010,Furniture,Phones,Sofa Set,41.9,2,0,11.732
9097,IND-F3762G5W,28-02-2025,04-03-2025,CUST-IN-470819,Amit Iyer,Consumer,India,Lucknow,Uttar Pradesh,226001,North,FUR-WF-90552419,Stationery,Labels,Pen Set,28.91,7,0,13.2986
9098,IND-5LQ2R3IT,05-02-2024,09-02-2024,CUST-IN-102825,Arjun Nair,Consumer,India,Kochi,Kerala,682001,South,FUR-RO-49557616,Electronics,Paper,Keyboard,32.4,5,0,15.552
9099,IND-HGWB966H,05-08-2025,10-08-2025,CUST-IN-009363,Kavya Nair,Home Office,India,Kolkata,West Bengal,700001,East,TEC-QH-35997222,Furniture,Phones,Wooden Table,369.544,7,0.2,27.7158
9100,IND-9DGXF7CX,24-08-2025,26-08-2025,CUST-IN-453823,Vikram Nair,Home Office,India,Lucknow,Uttar Pradesh,226001,North,TEC-BO-40227516,Electronics,Paper,Laptop,10.368,2,0.2,3.7584
9101,IND-RIEJRC7D,29-01-2024,30-01-2024,CUST-IN-494530,Anjali Iyer,Home Office,India,Bhubaneswar,Odisha,751001,East,FUR-OK-83436537,Electronics,Accessories,Keyboard,791.88,3,0.2,128.6805
9102,IND-M9HBO1NW,05-04-2023,08-04-2023,CUST-IN-991060,Priya Singh,Consumer,India,Jaipur,Rajasthan,302001,North,TEC-VW-31814352,Furniture,Art,Wooden Table,23.64,3,0.2,5.319
9103,IND-34WSU7GL,02-10-2024,07-10-2024,CUST-IN-747448,Amit Khan,Consumer,India,Delhi,Delhi,110001,North,TEC-BR-94524827,Electronics,Storage,Keyboard,84.784,2,0.2,-16.9568
9104,IND-4SXXKP10,12-08-2023,16-08-2023,CUST-IN-814441,Rohit Mehta,Consumer,India,Kolkata,West Bengal,700001,East,OFF-KJ-90284532,Stationery,Furnishings,Notebook,64.96,5,0.6,-84.448
9105,IND-ZWOV47RG,23-10-2024,28-10-2024,CUST-IN-200756,Anjali Iyer,Consumer,India,Bengaluru,Karnataka,560001,South,OFF-UY-69322221,Stationery,Binders,Pen Set,32.06,10,0.8,-51.296
9106,IND-F3850TS9,17-04-2023,18-04-2023,CUST-IN-247801,Sneha Das,Consumer,India,Ahmedabad,Gujarat,380001,West,OFF-MS-53082734,Electronics,Storage,Monitor,177.648,2,0.2,-28.8678
9107,IND-JY2LOSMQ,29-10-2025,31-10-2025,CUST-IN-632948,Kavya Iyer,Consumer,India,Bhubaneswar,Odisha,751001,East,OFF-JG-69354713,Electronics,Machines,Wireless Mouse,287.91,3,0.4,33.5895
9108,IND-KQA8XD3M,01-02-2023,06-02-2023,CUST-IN-359967,Amit Khan,Corporate,India,Lucknow,Uttar Pradesh,226001,North,FUR-LR-08303232,Furniture,Supplies,Sofa Set,22.368,2,0.2,1.6776
9109,IND-ZJK504J5,01-11-2023,05-11-2023,CUST-IN-230954,Rohit Singh,Corporate,India,Delhi,Delhi,110001,North,FUR-VM-19678805,Furniture,Paper,Wooden Table,32.368,7,0.2,11.7334
9110,IND-BWLCKE5H,17-10-2023,18-10-2023,CUST-IN-323316,Rohit Mehta,Corporate,India,Hyderabad,Telangana,500001,South,OFF-GZ-60737279,Electronics,Accessories,Wireless Mouse,207.984,2,0.2,36.3972
9111,IND-I9MLLYRL,20-10-2025,23-10-2025,CUST-IN-605047,Arjun Mehta,Home Office,India,Mumbai,Maharashtra,400001,West,OFF-TY-85226425,Stationery,Envelopes,Desk Organizer,36.4,5,0,17.472
9112,IND-WBTL5TZ0,28-09-2023,01-10-2023,CUST-IN-334081,Vikram Reddy,Home Office,India,Hyderabad,Telangana,500001,South,OFF-RK-29691367,Furniture,Accessories,Office Chair,22.96,2,0,4.3624
9113,IND-95A704BG,16-10-2025,18-10-2025,CUST-IN-772805,Priya Mehta,Home Office,India,Ahmedabad,Gujarat,380001,West,FUR-DL-01651166,Furniture,Storage,Office Chair,315.2,4,0,6.304
9114,IND-ND7LX8KC,29-01-2025,30-01-2025,CUST-IN-715431,Amit Khan,Home Office,India,Bhubaneswar,Odisha,751001,East,OFF-RU-88072034,Furniture,Binders,Office Chair,15.18,3,0,7.1346
9115,IND-AYHZNC1A,03-02-2023,08-02-2023,CUST-IN-224746,Kavya Reddy,Corporate,India,Kochi,Kerala,682001,South,TEC-YV-01665910,Furniture,Phones,Sofa Set,623.96,5,0.2,38.9975
9116,IND-80D1BNOT,11-02-2024,13-02-2024,CUST-IN-822412,Vikram Khan,Consumer,India,Lucknow,Uttar Pradesh,226001,North,TEC-MV-09854927,Stationery,Phones,Desk Organizer,429.6,2,0.4,-93.08
9117,IND-TGV1TFXI,15-04-2023,20-04-2023,CUST-IN-814371,Rohit Gupta,Consumer,India,Bengaluru,Karnataka,560001,South,TEC-SG-04167816,Stationery,Furnishings,Notebook,31.968,2,0.2,6.3936
9118,IND-1E6MD51M,06-10-2024,09-10-2024,CUST-IN-715262,Anjali Das,Consumer,India,Lucknow,Uttar Pradesh,226001,North,OFF-JV-27596531,Electronics,Chairs,Wireless Mouse,887.271,3,0.3,-63.3765
9119,IND-2KDGPC64,06-09-2023,10-09-2023,CUST-IN-162118,Rahul Sharma,Consumer,India,Lucknow,Uttar Pradesh,226001,North,FUR-KC-52160648,Stationery,Paper,Marker Pack,21.696,4,0.2,7.0512
9120,IND-GP8PORHB,22-01-2024,25-01-2024,CUST-IN-497589,Rohit Khan,Home Office,India,Kolkata,West Bengal,700001,East,OFF-NS-87624436,Furniture,Labels,Office Chair,22.05,7,0,10.584
9121,IND-FABVBBHD,13-04-2023,15-04-2023,CUST-IN-974083,Vikram Iyer,Home Office,India,Jaipur,Rajasthan,302001,North,TEC-UP-05902948,Electronics,Paper,Keyboard,99.9,5,0,46.953
9122,IND-XRBYN0IF,26-02-2025,27-02-2025,CUST-IN-257724,Rohit Das,Corporate,India,Lucknow,Uttar Pradesh,226001,North,OFF-BK-03471849,Electronics,Appliances,Wireless Mouse,90.86,7,0,26.3494
9123,IND-BKP7D775,10-08-2024,12-08-2024,CUST-IN-085485,Arjun Singh,Consumer,India,Bhubaneswar,Odisha,751001,East,OFF-SD-66217545,Electronics,Paper,Laptop,7.78,1,0,3.501
9124,IND-EHPYA0R4,11-08-2025,16-08-2025,CUST-IN-734634,Arjun Reddy,Consumer,India,Kochi,Kerala,682001,South,OFF-OO-11293572,Furniture,Binders,Wooden Table,78.759,9,0.7,-57.7566
9125,IND-GO918Z7V,31-03-2023,04-04-2023,CUST-IN-726220,Kavya Das,Home Office,India,Bhubaneswar,Odisha,751001,East,OFF-VW-23071652,Furniture,Furnishings,Office Chair,9.552,3,0.6,-3.8208
9126,IND-MW9PT9R7,15-11-2024,19-11-2024,CUST-IN-660051,Priya Sharma,Home Office,India,Bhubaneswar,Odisha,751001,East,FUR-AL-78927997,Stationery,Furnishings,Notebook,5.344,4,0.6,-2.1376
9127,IND-5LDR8TTJ,18-04-2025,21-04-2025,CUST-IN-314456,Arjun Mehta,Home Office,India,Chennai,Tamil Nadu,600001,South,OFF-BF-29367972,Furniture,Art,Sofa Set,8.28,2,0,3.4776
9128,IND-Y39UJRLT,28-10-2023,30-10-2023,CUST-IN-846080,Arjun Gupta,Consumer,India,Kolkata,West Bengal,700001,East,FUR-WS-66701084,Furniture,Storage,Office Chair,50.136,3,0.2,-11.2806
9129,IND-NG8DAHLB,22-09-2023,23-09-2023,CUST-IN-577368,Priya Mehta,Corporate,India,Kochi,Kerala,682001,South,OFF-LI-82352377,Stationery,Binders,Desk Organizer,88.074,7,0.7,-58.716
9130,IND-MYI23QQQ,05-09-2024,08-09-2024,CUST-IN-602659,Sneha Reddy,Consumer,India,Pune,Maharashtra,411001,West,FUR-HC-68265925,Electronics,Bookcases,Monitor,301.47,3,0.5,-241.176
9131,IND-809QDU5S,02-07-2023,07-07-2023,CUST-IN-481532,Rahul Sharma,Consumer,India,Pune,Maharashtra,411001,West,TEC-ZY-59461248,Furniture,Art,Office Chair,18.656,2,0.2,1.6324
9132,IND-JGCGDD10,13-01-2024,15-01-2024,CUST-IN-885857,Amit Khan,Corporate,India,Pune,Maharashtra,411001,West,TEC-HU-99948163,Electronics,Furnishings,Keyboard,27.46,2,0,9.8856
9133,IND-ESUO9189,23-03-2025,24-03-2025,CUST-IN-717666,Sneha Singh,Corporate,India,Lucknow,Uttar Pradesh,226001,North,OFF-GH-68226436,Electronics,Appliances,Wireless Mouse,125.13,3,0,36.2877
9134,IND-FIHZAMBR,01-06-2024,06-06-2024,CUST-IN-067857,Rahul Sharma,Home Office,India,Jaipur,Rajasthan,302001,North,FUR-ED-66066453,Electronics,Phones,Laptop,555.96,5,0.2,41.697
9135,IND-XG555PXG,06-06-2025,07-06-2025,CUST-IN-023837,Amit Gupta,Corporate,India,Mumbai,Maharashtra,400001,West,TEC-OQ-30082012,Stationery,Storage,Pen Set,129.552,3,0.2,-22.6716
9136,IND-ULLZDI0Y,09-10-2024,12-10-2024,CUST-IN-697950,Sneha Singh,Corporate,India,Pune,Maharashtra,411001,West,FUR-EQ-80136563,Electronics,Storage,Wireless Mouse,51.984,1,0.2,-5.1984
9137,IND-HL6K97HX,04-07-2024,08-07-2024,CUST-IN-110542,Priya Khan,Corporate,India,Pune,Maharashtra,411001,West,OFF-VT-60486512,Electronics,Paper,Wireless Mouse,10.272,3,0.2,3.4668
9138,IND-M1M74IB4,10-08-2024,11-08-2024,CUST-IN-628279,Vikram Patel,Consumer,India,Bengaluru,Karnataka,560001,South,OFF-IQ-64725569,Furniture,Binders,Bookshelf,18.336,2,0.7,-12.224
9139,IND-INO3I1OU,22-11-2023,25-11-2023,CUST-IN-481512,Amit Das,Consumer,India,Kochi,Kerala,682001,South,FUR-LJ-52049916,Electronics,Phones,Laptop,180.96,5,0.2,13.572
9140,IND-BQSFHA00,30-10-2025,31-10-2025,CUST-IN-411096,Neha Patel,Consumer,India,Pune,Maharashtra,411001,West,OFF-IT-45345322,Stationery,Accessories,Marker Pack,475.944,7,0.2,95.1888
9141,IND-TQR21CS4,18-08-2025,21-08-2025,CUST-IN-945790,Amit Iyer,Home Office,India,Kolkata,West Bengal,700001,East,TEC-CA-74063426,Electronics,Accessories,Laptop,159.98,2,0,47.994
9142,IND-DJ96S9NA,07-12-2023,10-12-2023,CUST-IN-720491,Priya Iyer,Corporate,India,Ahmedabad,Gujarat,380001,West,TEC-RH-32375717,Furniture,Phones,Wooden Table,43.6,4,0,12.208
9143,IND-3NKVPW56,10-03-2023,12-03-2023,CUST-IN-908628,Sneha Khan,Consumer,India,Jaipur,Rajasthan,302001,North,OFF-IX-61466447,Furniture,Binders,Sofa Set,8.288,2,0.2,3.0044
